No.     | Time                       | NetPtc | Tran P | App Portoc | Source IP                               | Source Port                             | Destation IP                            | Destation Port                          | Length
    169 | 2017:03:09 - 21:00:51.4002 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    170 | 2017:03:09 - 21:00:51.4012 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    171 | 2017:03:09 - 21:00:51.4022 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    172 | 2017:03:09 - 21:00:51.4032 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    173 | 2017:03:09 - 21:00:51.4042 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    174 | 2017:03:09 - 21:00:51.4042 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    175 | 2017:03:09 - 21:00:51.4052 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    176 | 2017:03:09 - 21:00:51.4062 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    177 | 2017:03:09 - 21:00:51.4072 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    178 | 2017:03:09 - 21:00:51.4082 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    179 | 2017:03:09 - 21:00:51.4082 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    180 | 2017:03:09 - 21:00:51.4092 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    181 | 2017:03:09 - 21:00:51.4102 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    182 | 2017:03:09 - 21:00:51.4112 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    183 | 2017:03:09 - 21:00:51.4122 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
